state,code_state,district,code_district,code_state_district,year,population_total,area_km2,population_growth,housing_total,housing_occupied,housing_empty,household_total,household_size_avg,sex_male,sex_female,nationality_citizen,nationality_non_citizen,ethnicity_bumi,ethnicity_chinese,ethnicity_indian,ethnicity_other,age_0_14,age_15_64,age_65_above,marital_of_age,marital_never_married,marital_married,marital_widowed,marital_separated,marital_unknown,religion_muslim,religion_christian,religion_buddhist,religion_hindu,religion_other,religion_atheist,religion_unknown,density_urban,density_rural,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
Johor,1,Batu Pahat,1,1_1,1970,249596.0,1966,,,,,,,122454.0,127142.0,249596.0,,162801.0,82116.0,4485.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,1,Batu Pahat,1,1_1,1980,274625.0,1966,1.0,,,,,,134233.0,140392.0,274625.0,,171498.0,97637.0,5301.0,189.0,112280.0,151068.0,11277.0,,,,,,,,,,,,,,64727.0,209898.0,,,,,,,,,,,
Johor,1,Batu Pahat,1,1_1,1991,294056.0,1966,0.7,66791.0,58132.0,8659.0,59369.0,4.9,145922.0,148134.0,290877.0,3179.0,133958.0,103953.0,5536.0,47430.0,102996.0,176238.0,14822.0,224391.0,102010.0,108892.0,12265.0,1224.0,,184458.0,3377.0,78549.0,4401.0,20562,1435.0,948.0,96335.0,197721.0,,,,,,,state,district,code_state,code_district,code_state_district
Johor,1,Batu Pahat,1,1_1,2000,336509.0,1966,1.3,87184.0,71634.0,15550.0,72434.0,4.6,170374.0,166135.0,328050.0,8459.0,216575.0,105480.0,5525.0,470.0,109112.0,207499.0,19898.0,227397.0,77343.0,135002.0,13904.0,1148.0,,225280.0,3639.0,89968.0,4723.0,11748,770.0,381.0,161508.0,175001.0,,,,,,,Johor,Batu Pahat,1,1,1_1
Johor,1,Batu Pahat,1,1_1,2010,401902.0,1966,1.8,107904.0,90396.0,17508.0,91198.0,4.3,206220.0,195682.0,383391.0,18511.0,256719.0,119361.0,6443.0,868.0,112129.0,261213.0,28560.0,289773.0,105366.0,162267.0,20416.0,1724.0,,267911.0,5118.0,116380.0,6824.0,3173,663.0,1833.0,221888.0,180014.0,,,,,,,Johor,Johor Bahru,1,2,1_2
Johor,1,Batu Pahat,1,1_1,2020,495338.0,1966,2.1,129486.0,105356.0,24130.0,116252.0,4.0,261609.0,233729.0,465143.0,30195.0,316367.0,140103.0,6910.0,1763.0,105923.0,356460.0,32955.0,389415.0,159048.0,211339.0,13635.0,5010.0,383.0,330803.0,14565.0,129831.0,13484.0,5570,1085.0,,309750.0,185588.0,,,,,,,Johor,Kluang,1,3,1_3
Johor,1,Johor Bahru,2,1_2,1970,267913.0,1066,,,,,,,136870.0,131043.0,267913.0,,122373.0,112017.0,29212.0,4311.0,,,,,,,,,,,,,,,,,,,,,,,,,Johor,Kota Tinggi,1,4,1_4
Johor,1,Johor Bahru,2,1_2,1980,406871.0,1066,4.2,,,,,,208189.0,198682.0,406871.0,,206085.0,161615.0,37956.0,1215.0,149163.0,244479.0,13229.0,,,,,,,,,,,,,,270022.0,136849.0,,,,,,,Johor,Mersing,1,5,1_5
Johor,1,Johor Bahru,2,1_2,1991,704471.0,1066,5.5,184488.0,141534.0,42954.0,150938.0,4.6,366337.0,338134.0,678287.0,26184.0,329359.0,260493.0,64923.0,23512.0,229812.0,456055.0,18604.0,536860.0,248101.0,269251.0,16602.0,2906.0,,376354.0,19029.0,196853.0,55420.0,46926,5469.0,2632.0,560227.0,144244.0,,,,,,,Johor,Muar,1,6,1_6
Johor,1,Johor Bahru,2,1_2,2000,1081978.0,1066,4.3,303419.0,238508.0,64911.0,246082.0,4.3,564466.0,517512.0,1017892.0,64086.0,521248.0,387522.0,101827.0,7295.0,327529.0,727994.0,26455.0,754449.0,289176.0,436574.0,23984.0,4715.0,,577765.0,35139.0,336341.0,90901.0,28854,6565.0,6413.0,985407.0,96571.0,,,,,,,Johor,Pontian,1,7,1_7
Johor,1,Johor Bahru,2,1_2,2010,1334188.0,1066,2.1,388853.0,327140.0,61713.0,331221.0,4.0,708660.0,625528.0,1218496.0,115692.0,634153.0,456112.0,120683.0,7548.0,363540.0,924219.0,46429.0,970648.0,368322.0,556258.0,39505.0,6563.0,,681428.0,45536.0,457761.0,122074.0,7489,3560.0,16340.0,1242608.0,91580.0,,,,,,,Johor,Segamat,1,8,1_8
Johor,1,Johor Bahru,2,1_2,2020,1711191.0,1066,2.5,610314.0,449848.0,160466.0,460669.0,3.6,907315.0,803876.0,1588023.0,123168.0,826819.0,606262.0,144991.0,9951.0,450281.0,1200502.0,60408.0,1260910.0,428860.0,776542.0,31571.0,23545.0,392.0,883183.0,75957.0,566112.0,156071.0,15094,14773.0,1.0,1702424.0,8767.0,,,,,,,Johor,Kulai,1,9,1_9
Johor,1,Kluang,3,1_3,1970,134510.0,2865,,,,,,,68791.0,65719.0,134510.0,,49931.0,65761.0,18477.0,341.0,,,,,,,,,,,,,,,,,,,,,,,,,Johor,Tangkak,1,10,1_10
Johor,1,Kluang,3,1_3,1980,179791.0,2865,2.9,,,,,,91583.0,88208.0,179791.0,,79253.0,77138.0,23052.0,348.0,74668.0,99139.0,5984.0,,,,,,,,,,,,,,50315.0,129476.0,,,,,,,Kedah,Baling,2,1,2_1
Johor,1,Kluang,3,1_3,1991,224424.0,2865,2.2,58200.0,45539.0,12661.0,46703.0,4.7,115871.0,108553.0,216660.0,7764.0,100194.0,81761.0,24671.0,10034.0,83945.0,133331.0,7148.0,166607.0,74984.0,85021.0,5886.0,716.0,,117636.0,3642.0,63821.0,22044.0,15572,1283.0,56.0,98669.0,125755.0,,,,,,,Kedah,Bandar Baharu,2,2,2_2
Johor,1,Kluang,3,1_3,2000,255601.0,2865,1.3,72480.0,56915.0,15565.0,57642.0,4.4,134214.0,121387.0,241426.0,14175.0,131247.0,84170.0,24867.0,1142.0,84642.0,161684.0,9275.0,170959.0,57159.0,105634.0,7320.0,846.0,,144879.0,3934.0,71240.0,22915.0,11254,902.0,477.0,149070.0,106531.0,,,,,,,Kedah,Kota Setar,2,3,2_3
Johor,1,Kluang,3,1_3,2010,288364.0,2865,1.2,80394.0,69586.0,10808.0,70280.0,4.0,160007.0,128357.0,253682.0,34682.0,141934.0,86690.0,24012.0,1046.0,74961.0,196367.0,17036.0,213403.0,75826.0,124044.0,12187.0,1346.0,,162446.0,5101.0,86974.0,24172.0,2384,1494.0,5793.0,174663.0,113701.0,,,,,,,Kedah,Kuala Muda,2,4,2_4
Johor,1,Kluang,3,1_3,2020,323762.0,2865,1.2,94101.0,78214.0,15887.0,81993.0,3.7,179314.0,144448.0,289981.0,33781.0,171424.0,92320.0,24842.0,1395.0,75113.0,224904.0,23745.0,248649.0,83548.0,148113.0,13305.0,3596.0,87.0,193955.0,6792.0,91720.0,28316.0,1274,1704.0,1.0,225555.0,98207.0,,,,,,,Kedah,Kubang Pasu,2,5,2_5
Johor,1,Kota Tinggi,4,1_4,1970,60942.0,3489,,,,,,,31906.0,29036.0,60942.0,,39741.0,17150.0,3857.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,Kulim,2,6,2_6
Johor,1,Kota Tinggi,4,1_4,1980,114267.0,3489,6.3,,,,,,59944.0,54323.0,114267.0,,91691.0,17583.0,4954.0,39.0,53426.0,58228.0,2613.0,,,,,,,,,,,,,,13056.0,101211.0,,,,,,,Kedah,Langkawi,2,7,2_7
Johor,1,Kota Tinggi,4,1_4,1991,174425.0,3489,4.2,38793.0,33155.0,5638.0,33692.0,5.1,90836.0,83589.0,167920.0,6505.0,133127.0,18903.0,6142.0,9748.0,73555.0,97247.0,3623.0,123893.0,58265.0,61952.0,3173.0,503.0,,148829.0,1229.0,14168.0,5167.0,4248,316.0,104.0,24327.0,150098.0,,,,,,,Kedah,Padang Terap,2,8,2_8
Johor,1,Kota Tinggi,4,1_4,2000,192336.0,3489,1.0,45535.0,38972.0,6563.0,39368.0,4.9,101139.0,91197.0,181458.0,10878.0,156232.0,19163.0,5573.0,490.0,65629.0,121738.0,4969.0,126707.0,45702.0,75808.0,4582.0,615.0,,167015.0,1200.0,15597.0,4847.0,3289,347.0,41.0,38863.0,153473.0,,,,,,,Kedah,Sik,2,9,2_9
Johor,1,Kota Tinggi,4,1_4,2010,187824.0,3489,-0.2,50750.0,44161.0,6589.0,44562.0,4.2,98733.0,89091.0,171356.0,16468.0,146380.0,18817.0,5592.0,567.0,50611.0,126704.0,10509.0,137213.0,45213.0,83506.0,7705.0,789.0,,160223.0,1512.0,18846.0,5166.0,1075,425.0,577.0,70726.0,117098.0,,,,,,,Kedah,Yan,2,10,2_10
Johor,1,Kota Tinggi,4,1_4,2020,222382.0,3489,1.7,70315.0,54759.0,15556.0,57786.0,3.7,118422.0,103960.0,208575.0,13807.0,183576.0,18630.0,5541.0,828.0,52555.0,151798.0,18029.0,169827.0,57803.0,99096.0,10820.0,2085.0,23.0,194191.0,2326.0,18315.0,6281.0,545,724.0,,107232.0,115150.0,,,,,,,Kedah,Pendang,2,11,2_11
Johor,1,Mersing,5,1_5,1970,34644.0,2857,,,,,,,17600.0,17044.0,34644.0,,24517.0,9059.0,990.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,Pokok Sena,2,12,2_12
Johor,1,Mersing,5,1_5,1980,42208.0,2857,2.0,,,,,,21886.0,20322.0,42208.0,,30354.0,10547.0,1211.0,96.0,16936.0,23458.0,1814.0,,,,,,,,,,,,,,13888.0,28320.0,,,,,,,Kelantan,Bachok,3,1,3_1
Johor,1,Mersing,5,1_5,1991,63643.0,2857,4.1,14334.0,12339.0,1995.0,12635.0,5.0,32579.0,31064.0,62555.0,1088.0,49507.0,9986.0,899.0,2163.0,28140.0,33450.0,2053.0,43028.0,18132.0,22830.0,1811.0,255.0,,51501.0,229.0,7059.0,708.0,3151,570.0,28.0,19055.0,44588.0,,,,,,,Kelantan,Kota Bharu,3,2,3_2
Johor,1,Mersing,5,1_5,2000,67605.0,2857,0.6,16487.0,13991.0,2496.0,14082.0,4.7,34745.0,32860.0,65804.0,1801.0,56771.0,8180.0,736.0,117.0,26086.0,39173.0,2346.0,41519.0,13848.0,25418.0,1924.0,329.0,,57349.0,539.0,6003.0,644.0,2899,152.0,19.0,19988.0,47617.0,,,,,,,Kelantan,Machang,3,3,3_3
Johor,1,Mersing,5,1_5,2010,69028.0,2857,0.2,17803.0,16275.0,1528.0,16523.0,4.1,36595.0,32433.0,62268.0,6760.0,54396.0,7072.0,717.0,83.0,20373.0,45119.0,3536.0,48655.0,16666.0,28522.0,3082.0,385.0,,57489.0,890.0,7379.0,630.0,71,1355.0,1214.0,23759.0,45269.0,,,,,,,Kelantan,Pasir Mas,3,4,3_4
Johor,1,Mersing,5,1_5,2020,78195.0,2857,1.2,21815.0,18600.0,3215.0,20673.0,3.6,41939.0,36256.0,74072.0,4123.0,65887.0,7119.0,864.0,202.0,18786.0,53606.0,5803.0,59409.0,20485.0,34383.0,3761.0,751.0,29.0,67527.0,992.0,6953.0,1128.0,491,1104.0,,22553.0,55642.0,,,,,,,Kelantan,Pasir Puteh,3,5,3_5
Johor,1,Muar,6,1_6,1970,278903.0,1393,,,,,,,137075.0,141828.0,278903.0,,156815.0,110476.0,11336.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,Kelantan,Tanah Merah,3,6,3_6
Johor,1,Muar,6,1_6,1980,291129.0,1393,0.4,,,,,,141585.0,149544.0,291129.0,,161732.0,118057.0,11023.0,317.0,119988.0,158355.0,12786.0,,,,,,,,,,,,,,78402.0,212727.0,,,,,,,Kelantan,Tumpat,3,7,3_7
Johor,1,Muar,6,1_6,1991,301804.0,1393,0.4,68376.0,58276.0,10100.0,59507.0,5.0,148348.0,153456.0,299831.0,1973.0,155320.0,117776.0,11303.0,15432.0,107632.0,178036.0,16136.0,227960.0,103307.0,111051.0,12570.0,1032.0,,171661.0,3190.0,92168.0,10211.0,20883,1484.0,144.0,97157.0,204647.0,,,,,,,Kelantan,Gua Musang,3,8,3_8
Johor,1,Muar,6,1_6,2000,330355.0,1393,0.9,85250.0,69951.0,15299.0,71355.0,4.6,168014.0,162341.0,318620.0,11735.0,193064.0,114081.0,10617.0,858.0,107681.0,202082.0,20592.0,222674.0,76153.0,131262.0,14208.0,1051.0,,203987.0,3439.0,97478.0,10128.0,13908,1016.0,399.0,150447.0,179908.0,,,,,,,Kelantan,Kuala Krai,3,9,3_9
Johor,1,Muar,6,1_6,2010,239027.0,1393,-3.2,66321.0,56004.0,10317.0,56700.0,4.1,125056.0,113971.0,225267.0,13760.0,133690.0,85395.0,5671.0,511.0,65920.0,153827.0,19280.0,173107.0,61720.0,97409.0,13154.0,824.0,,139857.0,2344.0,86046.0,6906.0,1320,487.0,2067.0,132983.0,106044.0,,,,,,,Kelantan,Jeli,3,10,3_10
Johor,1,Muar,6,1_6,2020,314776.0,1393,2.8,79980.0,64539.0,15441.0,69603.0,4.2,173296.0,141480.0,280956.0,33820.0,174423.0,100430.0,5452.0,651.0,71991.0,223265.0,19520.0,242785.0,97778.0,132260.0,10542.0,2188.0,17.0,196033.0,5137.0,101002.0,10155.0,1546,903.0,,180241.0,134535.0,,,,,,,Kelantan,Kecil Lojing,3,11,3_11
Johor,1,Pontian,7,1_7,1970,117686.0,933,,,,,,,58600.0,59086.0,117686.0,,72267.0,43847.0,1536.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,Melaka,Alor Gajah,4,1,4_1
Johor,1,Pontian,7,1_7,1980,121031.0,933,0.3,,,,,,59469.0,61562.0,121031.0,,75126.0,44519.0,1331.0,55.0,49677.0,65604.0,5750.0,,,,,,,,,,,,,,21789.0,99242.0,,,,,,,Melaka,Jasin,4,2,4_2
Johor,1,Pontian,7,1_7,1991,129356.0,933,0.7,28331.0,24779.0,3552.0,25293.0,5.1,64533.0,64823.0,126793.0,2563.0,58070.0,43058.0,1283.0,24382.0,46872.0,75120.0,7364.0,97380.0,42936.0,48458.0,5482.0,504.0,,84883.0,653.0,29420.0,1152.0,12818,234.0,106.0,40183.0,89173.0,,,,,,,Melaka,Melaka Tengah,4,3,4_3
Johor,1,Pontian,7,1_7,2000,142697.0,933,1.0,35965.0,29492.0,6473.0,30222.0,4.7,72509.0,70188.0,137374.0,5323.0,92821.0,42860.0,1284.0,409.0,46829.0,86649.0,9219.0,95868.0,32396.0,56728.0,6121.0,623.0,,98108.0,820.0,34170.0,1213.0,8166,175.0,45.0,57865.0,84832.0,,,,,,,Negeri Sembilan,Jelebu,5,1,5_1
Johor,1,Pontian,7,1_7,2010,149938.0,933,0.5,39248.0,34097.0,5151.0,34339.0,4.3,78266.0,71672.0,139002.0,10936.0,96934.0,40188.0,1481.0,399.0,42413.0,95217.0,12308.0,107525.0,38382.0,60973.0,7364.0,806.0,,103477.0,1055.0,40028.0,2205.0,1857,143.0,1173.0,72875.0,77063.0,,,,,,,Negeri Sembilan,Kuala Pilah,5,2,5_2
Johor,1,Pontian,7,1_7,2020,173318.0,933,1.4,46692.0,42115.0,4577.0,42519.0,4.0,93247.0,80071.0,159983.0,13335.0,115269.0,42608.0,1367.0,739.0,40237.0,118845.0,14236.0,133081.0,45959.0,77854.0,7499.0,1743.0,26.0,125176.0,1894.0,41562.0,3326.0,1126,234.0,,83930.0,89388.0,,,,,,,Negeri Sembilan,Port Dickson,5,3,5_3
Johor,1,Segamat,8,1_8,1970,127600.0,2867,,,,,,,64280.0,63320.0,127600.0,,51080.0,60858.0,15428.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,Rembau,5,4,5_4
Johor,1,Segamat,8,1_8,1980,150501.0,2867,1.7,,,,,,75253.0,75248.0,150501.0,,61379.0,70936.0,18065.0,121.0,63363.0,81582.0,5556.0,,,,,,,,,,,,,,44637.0,105864.0,,,,,,,Negeri Sembilan,Seremban,5,5,5_5
Johor,1,Segamat,8,1_8,1991,177561.0,2867,1.7,41802.0,33896.0,7906.0,34993.0,5.0,88834.0,88727.0,173535.0,4026.0,77776.0,69920.0,19291.0,6548.0,67946.0,102898.0,6717.0,131784.0,60328.0,65393.0,5362.0,701.0,,87326.0,2725.0,55160.0,17354.0,13290,1321.0,43.0,53957.0,123604.0,,,,,,,Negeri Sembilan,Tampin,5,6,5_6
Johor,1,Segamat,8,1_8,2000,177916.0,2867,0.0,49049.0,39205.0,9844.0,39928.0,4.4,88781.0,89135.0,172160.0,5756.0,91622.0,63546.0,16320.0,672.0,60472.0,108891.0,8553.0,117444.0,38936.0,71791.0,6226.0,491.0,,96449.0,2443.0,55606.0,15117.0,7869,363.0,69.0,94967.0,82949.0,,,,,,,Negeri Sembilan,Jempol,5,7,5_7
Johor,1,Segamat,8,1_8,2010,182985.0,2867,0.3,56525.0,46054.0,10471.0,46863.0,3.8,92663.0,90322.0,172799.0,10186.0,98705.0,58420.0,15162.0,512.0,45879.0,123457.0,13649.0,137106.0,49323.0,78296.0,8781.0,706.0,,104577.0,1916.0,56666.0,14321.0,3465,1017.0,1023.0,95341.0,87644.0,,,,,,,Pahang,Bentong,6,1,6_1
Johor,1,Segamat,8,1_8,2020,197762.0,2867,0.8,65038.0,51424.0,13614.0,52855.0,3.6,103200.0,94562.0,186121.0,11641.0,106696.0,63132.0,15711.0,582.0,39953.0,138242.0,19567.0,157809.0,58646.0,88748.0,8105.0,2244.0,66.0,113382.0,2099.0,62404.0,16807.0,1063,2006.0,1.0,104669.0,93093.0,,,,,,,Pahang,Cameron Highlands,6,2,6_2
Johor,1,Kulai,9,1_9,1970,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,Jerantut,6,3,6_3
Johor,1,Kulai,9,1_9,1980,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,Kuantan,6,4,6_4
Johor,1,Kulai,9,1_9,1991,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,Lipis,6,5,6_5
Johor,1,Kulai,9,1_9,2000,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,Pekan,6,6,6_6
Johor,1,Kulai,9,1_9,2010,245294.0,756,,64685.0,53006.0,11679.0,53607.0,4.2,131179.0,114115.0,217293.0,28001.0,110851.0,81791.0,23553.0,1098.0,65558.0,169801.0,9935.0,179736.0,74965.0,96420.0,7479.0,872.0,,124762.0,24998.0,64793.0,24446.0,1876,1298.0,3121.0,220853.0,24441.0,,,,,,,Pahang,Raub,6,7,6_7
Johor,1,Kulai,9,1_9,2020,329497.0,756,3.0,83756.0,66200.0,17556.0,77199.0,3.7,177734.0,151763.0,282299.0,47198.0,155332.0,95259.0,30225.0,1483.0,68754.0,244354.0,16389.0,260743.0,120385.0,129752.0,7237.0,3363.0,6.0,181646.0,9741.0,91809.0,37923.0,3760,4617.0,1.0,291941.0,37556.0,,,,,,,Pahang,Temerloh,6,8,6_8
Johor,1,Tangkak,10,1_10,1970,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,Rompin,6,9,6_9
Johor,1,Tangkak,10,1_10,1980,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,Maran,6,10,6_10
Johor,1,Tangkak,10,1_10,1991,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,Bera,6,11,6_11
Johor,1,Tangkak,10,1_10,2000,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulau Pinang,Seberang Perai Tengah,7,1,7_1
Johor,1,Tangkak,10,1_10,2010,131890.0,977,,35981.0,30040.0,5941.0,30455.0,4.2,67980.0,63910.0,124534.0,7356.0,74483.0,43744.0,5946.0,361.0,37127.0,83991.0,10772.0,94763.0,34597.0,52604.0,7120.0,442.0,,78977.0,18734.0,18753.0,6365.0,8121,540.0,400.0,61996.0,69894.0,,,,,,,Pulau Pinang,Seberang Perai Utara,7,2,7_2
Johor,1,Tangkak,10,1_10,2020,163449.0,977,2.1,43438.0,35534.0,7904.0,38178.0,4.1,85231.0,78218.0,155350.0,8099.0,103381.0,42789.0,8392.0,788.0,35717.0,117087.0,10645.0,127732.0,50246.0,68390.0,6937.0,2139.0,20.0,108783.0,1963.0,41096.0,9226.0,1883,498.0,,75189.0,88260.0,,,,,,,Pulau Pinang,Seberang Perai Selatan,7,3,7_3
Kedah,2,Baling,1,2_1,1970,104142.0,1529,,,,,,,53026.0,51116.0,104142.0,,81512.0,10470.0,10650.0,1510.0,,,,,,,,,,,,,,,,,,,,,,,,,Pulau Pinang,Timur Laut,7,4,7_4
Kedah,2,Baling,1,2_1,1980,104858.0,1529,0.1,,,,,,51586.0,53272.0,104858.0,,85897.0,8544.0,8859.0,1558.0,45319.0,55773.0,3766.0,,,,,,,,,,,,,,,104858.0,,,,,,,Pulau Pinang,Barat Daya,7,5,7_5
Kedah,2,Baling,1,2_1,1991,114485.0,1529,0.9,27887.0,23907.0,3980.0,24188.0,4.7,55536.0,58949.0,114251.0,234.0,97354.0,6809.0,7762.0,2326.0,47212.0,61934.0,5339.0,81990.0,34859.0,41765.0,4244.0,1122.0,,98302.0,347.0,6764.0,7171.0,1606,178.0,50.0,,114485.0,,,,,,,Perak,Batang Padang,8,1,8_1
Kedah,2,Baling,1,2_1,2000,124830.0,1529,0.9,29610.0,26132.0,3478.0,26247.0,4.8,61755.0,63075.0,124304.0,526.0,111295.0,5510.0,5772.0,1727.0,46439.0,71642.0,6749.0,78391.0,25523.0,47061.0,5085.0,722.0,,111863.0,310.0,6084.0,5420.0,1031,104.0,18.0,,124830.0,,,,,,,Perak,Manjung,8,2,8_2
Kedah,2,Baling,1,2_1,2010,132304.0,1529,0.6,34932.0,30535.0,4397.0,30735.0,4.3,66462.0,65842.0,130061.0,2243.0,118207.0,4731.0,5319.0,1804.0,41981.0,80588.0,9735.0,90323.0,29608.0,53103.0,6706.0,906.0,,120209.0,376.0,6308.0,5033.0,297,36.0,45.0,51485.0,80819.0,,,,,,,Perak,Kinta,8,3,8_3
Kedah,2,Baling,1,2_1,2020,142643.0,1529,0.8,41987.0,35114.0,6873.0,37438.0,3.8,73102.0,69541.0,139748.0,2895.0,128748.0,4218.0,4517.0,2265.0,38544.0,93524.0,10575.0,103867.0,35916.0,59302.0,6382.0,961.0,1306.0,130000.0,403.0,6054.0,4635.0,240,4.0,1307.0,45148.0,97495.0,,,,,,,Perak,Kerian,8,4,8_4
Kedah,2,Bandar Baharu,2,2_2,1970,33257.0,271,,,,,,,16571.0,16686.0,33257.0,,22120.0,7632.0,3493.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,Perak,Kuala Kangsar,8,5,8_5
Kedah,2,Bandar Baharu,2,2_2,1980,31724.0,271,-0.5,,,,,,15489.0,16235.0,31724.0,,21652.0,7080.0,2953.0,39.0,13309.0,16894.0,1521.0,,,,,,,,,,,,,,,31724.0,,,,,,,Perak,Larut Dan Matang,8,6,8_6
Kedah,2,Bandar Baharu,2,2_2,1991,33006.0,271,0.4,7561.0,6793.0,768.0,6868.0,4.8,16133.0,16873.0,32908.0,98.0,24171.0,5846.0,2776.0,115.0,12558.0,18528.0,1920.0,24604.0,10471.0,12309.0,1555.0,269.0,,24448.0,144.0,2836.0,2565.0,2911,82.0,20.0,,33006.0,,,,,,,Perak,Hilir Perak,8,7,8_7
Kedah,2,Bandar Baharu,2,2_2,2000,37963.0,271,1.4,9078.0,8010.0,1068.0,8062.0,4.7,19006.0,18957.0,37675.0,288.0,29613.0,5154.0,2868.0,40.0,13354.0,22372.0,2237.0,24609.0,8049.0,14730.0,1632.0,198.0,,29922.0,111.0,3659.0,2783.0,1375,111.0,2.0,,37963.0,,,,,,,Perak,Hulu Perak,8,8,8_8
Kedah,2,Bandar Baharu,2,2_2,2010,41352.0,271,0.9,11100.0,9582.0,1518.0,9627.0,4.3,20810.0,20542.0,40677.0,675.0,33412.0,4585.0,2630.0,50.0,13172.0,25002.0,3178.0,28180.0,8956.0,16754.0,2217.0,253.0,,33959.0,144.0,4592.0,2566.0,31,1.0,59.0,12028.0,29324.0,,,,,,,Perak,Perak Tengah,8,9,8_9
Kedah,2,Bandar Baharu,2,2_2,2020,44412.0,271,0.7,12664.0,10705.0,1959.0,11112.0,3.9,22740.0,21672.0,43107.0,1305.0,36271.0,4141.0,2611.0,84.0,11582.0,29342.0,3488.0,33240.0,11367.0,18763.0,2469.0,356.0,285.0,37316.0,86.0,3540.0,2563.0,620,2.0,285.0,11557.0,32855.0,,,,,,,Perak,Kampar,8,10,8_10
Kedah,2,Kota Setar,3,2_3,1970,301213.0,420,,,,,,,150118.0,151095.0,301213.0,,216826.0,67981.0,11379.0,5027.0,,,,,,,,,,,,,,,,,,,,,,,,,Perak,Muallim,8,11,8_11
Kedah,2,Kota Setar,3,2_3,1980,279567.0,420,-0.7,,,,,,138011.0,141556.0,279567.0,,194552.0,73167.0,10712.0,1136.0,105744.0,163579.0,10244.0,,,,,,,,,,,,,,69435.0,210132.0,,,,,,,Perak,Bagan Datuk,8,12,8_12
Kedah,2,Kota Setar,3,2_3,1991,322354.0,420,1.4,77929.0,65389.0,12540.0,66405.0,4.8,159763.0,162591.0,321125.0,1229.0,230436.0,78670.0,10455.0,1564.0,116350.0,191068.0,14936.0,242832.0,101818.0,125984.0,12538.0,2492.0,,232825.0,2346.0,65178.0,8282.0,12525,416.0,295.0,180026.0,142328.0,,,,,,,Perak,Selama,8,13,8_13
Kedah,2,Kota Setar,3,2_3,2000,354513.0,420,1.0,89203.0,77740.0,11463.0,78419.0,4.5,176297.0,178216.0,351654.0,2859.0,264086.0,76987.0,9154.0,1427.0,119432.0,216072.0,19009.0,235081.0,71051.0,147190.0,14312.0,2528.0,,267477.0,2288.0,68886.0,7714.0,7752,216.0,180.0,203342.0,151171.0,,,,,,,Perlis,Perlis,9,1,9_1
Kedah,2,Kota Setar,3,2_3,2010,357176.0,420,0.1,93004.0,85211.0,7793.0,86456.0,4.1,178457.0,178719.0,350730.0,6446.0,262637.0,78542.0,8298.0,1253.0,96615.0,234892.0,25669.0,260561.0,86572.0,154455.0,17109.0,2425.0,,267659.0,2007.0,78555.0,7007.0,1549,238.0,161.0,280594.0,76582.0,,,,,,,Selangor,Gombak,10,1,10_1
Kedah,2,Kota Setar,3,2_3,2020,374051.0,420,0.5,109919.0,89567.0,20352.0,95942.0,3.8,186128.0,187923.0,361151.0,12900.0,269268.0,83371.0,7306.0,1206.0,94415.0,247897.0,31739.0,271997.0,80928.0,163027.0,16061.0,4408.0,7573.0,274649.0,2342.0,81226.0,6538.0,1603,120.0,7573.0,300448.0,73603.0,,,,,,,Selangor,Klang,10,2,10_2
Kedah,2,Kuala Muda,4,2_4,1970,159831.0,913,,,,,,,80867.0,78964.0,159831.0,,82857.0,45845.0,29299.0,1830.0,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,Kuala Langat,10,3,10_3
Kedah,2,Kuala Muda,4,2_4,1980,192308.0,913,1.8,,,,,,95815.0,96493.0,192308.0,,106983.0,52646.0,31751.0,928.0,74861.0,109953.0,7494.0,,,,,,,,,,,,,,45343.0,146965.0,,,,,,,Selangor,Kuala Selangor,10,4,10_4
